20 100 100 100 100 100 100 100 98.57 98.57 100
30 100 100 100 100 100 100 100 100 100 100
40 100 100 100 100 99.29 100 99.29 100 100 100
50 100 100 100 100 100 99.29 100 100 100 100
60 100 100 100 100 100 100 100 100 100 100
